episode,scene,texts,gold_standard
Episode 408: The One With Chandler In A Box," Monica and Rachel's, everyone but Joey and Chandler are there getting ready for
Thanksgiving.","[['Chandler', 'Thanks.'], ['Monica', 'What is wrong with this freezer?! (She jabs her arm into the freezer and\na piece of ice flies into her eye.) Ow! Ow!!']]",0
Episode 408: The One With Chandler In A Box," Monica and Rachel's, everyone but Joey and Chandler are there getting ready for
Thanksgiving.","[['Monica', 'Oh, y’know what, I can’t, it really kills.'], ['Chandler', 'Well maybe you should put some ice on it.']]",0
Episode 408: The One With Chandler In A Box," Monica and Rachel's, everyone but Joey and Chandler are there getting ready for
Thanksgiving.","[['Monica', 'No, my eye doctor is Richard! I can’t go to him when I don’t\nhave a boyfriend!'], ['Chandler', 'He’s really picky about his patients.']]",0
Episode 408: The One With Chandler In A Box," Monica and Rachel's, It’s closer to dinner. Monica has just told everyone
that Tim is coming to dinner.","[['Monica', 'And Rachel. (Chandler clears his voice loudly) And that’s Chandler.'], ['Chandler', 'How do ya do.']]",0
Episode 409: The One Where They're Gonna PARTY!," Outside Central Perk, Monica and Phoebe are showing everyone the van they
bought for the catering business. It’s an old Dodge van, that has a cartoon woman
riding on a dragon painted on the side of it.","[['Monica', 'Come on, no peeking! (They are leading the gang out with there hands\nover their eyes.)'], ['Chandler', 'Our eyes are closed and we’re about to cross the street. Very\ngood.']]",0
Episode 409: The One Where They're Gonna PARTY!," Monica and Rachel's, the gang is all there.","[['Monica', 'Oh.'], ['Chandler', '(entering) Hey, you guys! Hey, Ross, quick question for ya. Are you\nready to party?']]",0
Episode 410: The One With The Girl From Poughkeepsie," Central Perk, Chandler, Joey, Rachel, and Phoebe are there.","[['Monica', 'I would love too, but I can’t! I mean I just can’t, you know\nthat I’m not good at confrontation.'], ['Chandler', 'Hey, you know what you can do? I remember reading about this director,\nI think it was Orson Wells, who at the beginning of the movie would hire somebody, just so\nhe could fire them in front of everybody. Then they would all know, who’s boss.']]",0
Episode 411: The One With Phoebe's Uterus," Monica and Rachel's, Monica, Rachel, and Chandler are trying to throw cards
into a vase.","[['Chandler', 'Well, you-you know what I meant.'], ['Monica', 'No, you messed it up. You’re stupid.'], ['Chandler', 'So what job did you get Joe?']]",0
Episode 411: The One With Phoebe's Uterus," Central Perk, Chandler and Kathy are kissing.","[['Chandler', 'Yes. Right where?'], ['Monica', 'In the beginning where y’know it’s all sex and talking and sex\nand talking and…'], ['Chandler', 'Yeah, you-you gotta love the talking.'], ['Monica', 'And the sex?'], ['Chandler', 'All right, we haven’t had sex yet. Okay, what’s the big\ndeal? Y’know? This is special, and I want our love to grow until we move on to the\nnext level.']]",0
Episode 411: The One With Phoebe's Uterus," Central Perk, Chandler and Kathy are kissing.","[['Monica', 'Then what is it?'], ['Chandler', 'Well, Kathy’s last boyfriend was Joey.']]",0
Episode 411: The One With Phoebe's Uterus," Central Perk, Chandler and Kathy are kissing.","[['Chandler', 'Yes, and I was saying the actual words.'], ['Monica', 'So big deal, so Joey’s had a lot of girlfriends, it doesn’t\nmean he’s great in bed.'], ['Chandler', 'We share a wall! So either he’s great in bed, or she just likes\nto agree with him a lot.'], ['Monica', 'Sweetie, with you it’s gonna be different. The sex is gonna be\ngreat, ‘cause you-you guys are in love.'], ['Chandler', 'Yeah?']]",0
Episode 411: The One With Phoebe's Uterus," The museum, Joey is giving a tour to a bunch of school kids.","[['Monica', 'Go on.'], ['Chandler', 'All right, all right, I’ll go sleep with my girlfriend. But\nI’m just doing it for you guys.']]",0
Episode 411: The One With Phoebe's Uterus," Monica and Rachel's, the next morning, Phoebe is there with her puppy and is
trying to sing it to sleep as Chandler enters.","[['Chandler', 'Hi.'], ['Monica', 'Hey!'], ['Chandler', 'Why is Phoebe singing to Carl Mulden?']]",0
Episode 411: The One With Phoebe's Uterus," Monica and Rachel's, the next morning, Phoebe is there with her puppy and is
trying to sing it to sleep as Chandler enters.","[['Monica', '(to Chandler) So, did you do it?'], ['Chandler', 'Yes, yes, we had the sex.'], ['Monica', 'Uh-oh, it was bad?'], ['Chandler', 'It was fine, y’know? But she didn’t agree with me as\nstrongly as she agreed with Joey. She was more like, ""I see you point, I’m all\nright with it.""'], ['Monica', 'Well, it was the first time. Y’know, there’s not always a lot\nof agreement the first time.']]",0
Episode 411: The One With Phoebe's Uterus," Monica and Rachel's, the next morning, Phoebe is there with her puppy and is
trying to sing it to sleep as Chandler enters.","[['Chandler', 'Look, you have to help me! Okay? I mean, I know what to do with a\nwoman, y’know, I know where everything goes, it’s always nice. But I need to\nknow what makes it go from nice to, ""My God! Somebody’s killing her in\nthere!""'], ['Monica', 'All right, I’m gonna show you something a lot of guys don’t\nknow. Rach, give me that pad, please? (She does so and Monica starts drawing on it) All\nright. Now…'], ['Chandler', 'Look, you don’t have to draw an actual wo—whoa! She’s\nhot!'], ['Monica', 'Now everybody knows the basic erogenous zones. (She starts labelling\nthem) You got one, two three, four (Chandler is shocked to find out there’s more than\nthree), five, six, and seven!'], ['Chandler', '(shocked) There are seven?!']]",0
Episode 411: The One With Phoebe's Uterus," Monica and Rachel's, the next morning, Phoebe is there with her puppy and is
trying to sing it to sleep as Chandler enters.","[['Chandler', '(Points to one) That’s one?'], ['Monica', 'It’s kind of an important one!'], ['Chandler', 'Oh, y’know-y’know what, I was looking at it upside down.']]",0
Episode 411: The One With Phoebe's Uterus," Monica and Rachel's, the next morning, Phoebe is there with her puppy and is
trying to sing it to sleep as Chandler enters.","[['Monica', '(continuing) Now, most guys will hit uh, 1-2-3 and then go to 7 and set\nup camp.'], ['Chandler', 'That-that’s bad?']]",0
Episode 411: The One With Phoebe's Uterus," Monica and Rachel's, the next morning, Phoebe is there with her puppy and is
trying to sing it to sleep as Chandler enters.","[['Chandler', 'Well you might if it were anything like 7!'], ['Monica', 'All right uh, the important thing is to take your time, you want to hit\n‘em all, and you mix ‘em up. You gotta keep them on their toes.']]",0
Episode 412: The One With The Embryos," Monica and Rachel's, it’s 0-Dark:30, in other words it’s really,
really early. Everyone’s asleep, and all through the apartments not a creature was
stirring, not even a mouse. That is except for the chick, who turns out to be a rooster
and is crowing in the sun. Needless to say, this awakens Monica and Rachel who rush into
their living room, searching for the cause of the sound.","[['Monica', 'What kind of changes?'], ['Chandler', 'Well the vet seems to think that’s she’s becoming a rooster.\n(The rooster crows.) We’re getting a second opinion.']]",0
Episode 412: The One With The Embryos," Monica and Rachel's, it’s later that morning, everybody has gotten up and
Ross and Phoebe has joined them for breakfast. Rachel is returning from shopping.","[['Chandler', 'I can check that for ya.'], ['Monica', 'I just—I can’t believe that you think that you and Chandler\nknow me and Rachel better than we know you.'], ['Chandler', 'Well… we-we do. You can only eat Tic Tacks in even\nnumbers.']]",0
Episode 412: The One With The Embryos," Monica and Rachel's, it’s later that morning, everybody has gotten up and
Ross and Phoebe has joined them for breakfast. Rachel is returning from shopping.","[['Chandler', 'Well, we used there’s up last night making scary faces.'], ['Monica', 'Aww, man!'], ['Chandler', 'All right! Ten buck! Fork it over! Cough it up! Pay the piper! Gimme\nit.'], ['Monica', 'That does not mean you know us better, I-I want a rematch.']]",0
Episode 412: The One With The Embryos," The Doctor’s office, Phoebe is giving a pep talk to the petrie dish
containing the embryos.","[['Monica', 'I knew that! Rachel! Use you’re head!'], ['Chandler', 'Actually, it’s Miss Chinandolor Bong.']]",0
Episode 412: The One With The Embryos," Monica and Rachel's, the game is coming to a close.","[['Monica', 'Viva Las Gaygas!'], ['Chandler', 'Unfortunately that is correct.']]",0
Episode 412: The One With The Embryos," Monica and Rachel's, the game is coming to a close.","[['Monica', 'You guys are dead, I am so good at lighting rounds.'], ['Chandler', 'I majored in lightning rounds. All right, we’re gonna destroy\nyou.'], ['Monica', 'Huh, wanna bet?'], ['Chandler', 'Well, I’m so confused as to what we’ve been doing so\nfar…'], ['Monica', 'How about we play for more money, say 150?']]",0
Episode 412: The One With The Embryos," Monica and Rachel's, erm, Chandler and Joey's, Chandler and Joey are carrying
in the foosball table.","[['Monica', 'Yeah. (to Chandler) I bet you can’t guess what color my tonsils\nare? I’ll bet the apartment!'], ['Chandler', 'Oh, I would never bet this apartment. It’s too nice.']]",0
Episode 412: The One With The Embryos," Monica and Rachel's, erm, Chandler and Joey's, Chandler and Joey are carrying
in the foosball table.","[['Chandler', 'Yeah, but I bet it works.'], ['Monica', 'Really?! How much?!']]",0
Episode 412: The One With The Embryos," Monica and Rachel's, erm, Chandler and Joey's, Chandler and Joey are carrying
in the foosball table.","[['Monica', 'Chinadolor Bong, come on, we steal that TV Guide every week!'], ['Chandler', 'I knew it!']]",0
Episode 413: The One With Rachel's Crush," Monica and Rachel's, erm, Chandler and Joey's, Joey, Phoebe, and Ross are there
eating pizza as Rachel enters.","[['Monica', 'Are you sure?'], ['Chandler', 'Well, I may be drunk, but I know what she said! Then I went over to Beefsteak\nJulie’s…']]",0
Episdoe 414: The One With Joey's Dirty Day," Monica and Rachel's, erm, Chandler and Joey's, Joey is getting ready for a
fishing trip and Phoebe is asking him about the fishing lures. Ross is playing with the
rod, and Monica is pretty much just watching the on goings.","[['Chandler', 'You don’t have to stop having fun just because I’m here.\nKathy didn’t cheat on all of you. (To Joey) Well, except you. (They hug and Chandler\ngoes into the bathroom with the chick and duck following him.)'], ['Monica', 'Hey, Joey, I don’t think that you should leave Chandler alone. I\nmean it’s only been two days since he broke up with Kathy. Maybe you can go fishing\nnext week?']]",0
Episdoe 414: The One With Joey's Dirty Day," Monica and Rachel's, erm, Chandler and Joey's, the next morning, Monica and
Phoebe are eating breakfast.","[['Monica', 'Hey! You’re wearing pants!'], ['Chandler', 'That’s right! Where are the guys? I’m ready to get drunk and\nsee some strippers.'], ['Monica', 'It’s 9:30 in the morning!'], ['Chandler', 'They got a breakfast buffet.']]",0
Episdoe 414: The One With Joey's Dirty Day," Monica and Rachel's, erm, Chandler and Joey's, the next morning, Monica and
Phoebe are eating breakfast.","[['Monica', 'Hello. (Listens) Oh, hey Ross!'], ['Chandler', 'Ooh, let me talk to him!'], ['Monica', 'Oh-oh, my God!'], ['Chandler', 'Well, can I just…'], ['Monica', '(to Chandler) Shh!! (On phone) Wait, what?'], ['Chandler', 'She’s shhing me! It’s my phone and she’s shhing me!']]",0
Episdoe 414: The One With Joey's Dirty Day," Chandler and Joey's, erm, Monica and Rachel's, scene continued from earlier.","[['Chandler', 'Okay, I’m going to go stand over there. (Points and moves into\nthe living room.)'], ['Monica', 'Why do you care so much anyway?']]",0
Episdoe 414: The One With Joey's Dirty Day," Chandler and Joey's, erm, Monica and Rachel's, scene continued from earlier.","[['Chandler', 'So y’know, uh, when’s he getting back?'], ['Monica', 'A couple of days.'], ['Chandler', 'Y’know, I knew something like this was going to happen. (He\nstarts to take off his pants, revealing that he is still wearing his sweat pants.)'], ['Monica', 'What are you doing?! Chandler! You can’t just go back a phase!'], ['Chandler', 'Yes you can. You’re thinking about time, you can’t go back\nin time.']]",0
